term,frequency,percentage
anton,12,4.0
p,9,3.0
gemeinde,4,1.333
ge-,4,1.333
p.s,3,1.0
bischof,3,1.0
homeyer,3,1.0
arbeit,3,1.0
diakon,3,1.0
n,3,1.0
schreiben,2,0.667
gegenüber,2,0.667
tätig,2,0.667
seelsorger,2,0.667
mädchen,2,0.667
»guter,2,0.667
zeit,2,0.667
setzt,2,0.667
neue,2,0.667
wurde,2,0.667
verstorbenen,2,0.667
gemeindemitgliedern,2,0.667
u,2,0.667
widerstand,2,0.667
mutter,2,0.667
großeltern,2,0.667
priester,2,0.667
dechant,2,0.667
b,2,0.667
hirten«,2,0.667
»guten,2,0.667
entpflichtung,2,0.667
erst,2,0.667
canisiuskolleg,2,0.667
verleumdung,1,0.333
versetzung,1,0.333
vermutlich,1,0.333
canisiuskollegs,1,0.333
beliebt,1,0.333
ausdruck,1,0.333
vermutung,1,0.333
scheint,1,0.333
nerhalb,1,0.333
betroffenen,1,0.333
24.01.1994,1,0.333
rektor,1,0.333
damalige,1,0.333
pfarrgemeinderates,1,0.333
kirchenvorstands,1,0.333
mitgliedern,1,0.333
brief,1,0.333
sei,1,0.333
risch,1,0.333
xempla-,1,0.333
scheitert,1,0.333
gemeindemitglieder,1,0.333
protest,1,0.333
massiven,1,0.333
handle,1,0.333
mexikanische,1,0.333
genannt,1,0.333
26.03.1994,1,0.333
hirte«,1,0.333
mehr,1,0.333
bewegt,1,0.333
vorher,1,0.333
jahren,1,0.333
sorge,1,0.333
sinti,1,0.333
roma,1,0.333
geschehen,1,0.333
aufbau,1,0.333
schrieben,1,0.333
bleibt,1,0.333
»es,1,0.333
fakt,1,0.333
gerade,1,0.333
pater,1,0.333
meinde,1,0.333
zusammen-,1,0.333
ferienfreizeiten,1,0.333
sakramentkatechese,1,0.333
ansätze,1,0.333
jugendgruppen,1,0.333
der-,1,0.333
kin-,1,0.333
u.a,1,0.333
for-,1,0.333
men,1,0.333
gottesdienstgestaltung,1,0.333
elisabethschule,1,0.333
projektes,1,0.333
petronella,1,0.333
chile,1,0.333
förderung,1,0.333
ipp,1,0.333
interview,1,0.333
…«,1,0.333
m,1,0.333
v,1,0.333
berlin,1,0.333
schon,1,0.333
regte,1,0.333
lachmund,1,0.333
hans-georg,1,0.333
aktiv,1,0.333
werner,1,0.333
verleiht,1,0.333
deutlicher,1,0.333
göttinger,1,0.333
regt,1,0.333
verboten,1,0.333
familie,1,0.333
insbesondere,1,0.333
eingeladen,1,0.333
gemeindereferenten,1,0.333
hirt«,1,0.333
zelebration,1,0.333
trauergottesdienstes,1,0.333
berichtet,1,0.333
»das,1,0.333
schreibt,1,0.333
betreten,1,0.333
a,1,0.333
verbleib,1,0.333
pfarrers,1,0.333
kirche,1,0.333
meinsam,1,0.333
essen,1,0.333
mahlzeit,1,0.333
sorgen,1,0.333
weiteres,1,0.333
übertragbar,1,0.333
weiß,1,0.333
sicher,1,0.333
einfacher,1,0.333
mensch,1,0.333
erlebt,1,0.333
menschen,1,0.333
rande,1,0.333
gesellschaft,1,0.333
lebt,1,0.333
verantwortlich,1,0.333
möglichkeit,1,0.333
wichtige,1,0.333
erhalten,1,0.333
diözese,1,0.333
geradezu,1,0.333
modell,1,0.333
randgruppenarbeit,1,0.333
–,1,0.333
geleistet,1,0.333
kann.«,1,0.333
»mittagstisch«-initiative,1,0.333
erscheint,1,0.333
person,1,0.333
gewisse,1,0.333
grandiosität,1,0.333
pfarrgemeinde,1,0.333
zugeschrieben,1,0.333
»(anton,1,0.333
heute,1,0.333
nenne,1,0.333
meindemitglieder,1,0.333
setze,1,0.333
pädagogischen,1,0.333
meisten,1,0.333
therapeutischen,1,0.333
fähigkeiten,1,0.333
vieles,1,0.333
tätigkeit,1,0.333
sagen,1,0.333
lässt,1,0.333
gibt,1,0.333
spricht,1,0.333
nachricht,1,0.333
wurden,1,0.333
clean,1,0.333
alkoholabhängige,1,0.333
mehrere,1,0.333
z,1,0.333
an-,1,0.333
möglicherweisen,1,0.333
unauffindbar,1,0.333
sind.«,1,0.333
anlass,1,0.333
abruf,1,0.333
folge,1,0.333
dauerdelirium,1,0.333
befinden,1,0.333
tons,1,0.333
grenzverletzend,1,0.333
verhalten,1,0.333
bekannt,1,0.333
in-,1,0.333
sofern,1,0.333
deren,1,0.333
proteste,1,0.333
letztlich,1,0.333
offenbar,1,0.333
erfolg,1,0.333
führten,1,0.333
vorwurf,1,0.333
bestand,1,0.333
drei,1,0.333
lateinamerikanischen,1,0.333
sexuell,1,0.333
vorgängen,1,0.333
medien,1,0.333
veröffentlichungen,1,0.333
nachvollziehbar,1,0.333
verständlich,1,0.333
eng,1,0.333
anhänger*innen,1,0.333
ten,1,0.333
karin,1,0.333
erfahren,1,0.333
presseberichte,1,0.333
anrufe,1,0.333
nachfragen,1,0.333
presse,1,0.333
befreundeten,1,0.333
empör-,1,0.333
glauben,1,0.333
anschuldigungen,1,0.333
üble,1,0.333
son-,1,0.333
nachrede,1,0.333
einordnen,1,0.333
leitet,1,0.333
dern,1,0.333
ehemalige,1,0.333
weiteren,1,0.333
verlauf,1,0.333
wissen,1,0.333
se-,1,0.333
xuell,1,0.333
missbraucht,1,0.333
befreundet,1,0.333
