term,frequency,percentage
sexuellen,16,2.952
missbrauch,11,2.03
frauen,10,1.845
priester,10,1.845
sexueller,10,1.845
übergriff,9,1.661
missbrauchs,8,1.476
sexuelle,8,1.476
gegenüber,7,1.292
übergriffe,7,1.292
sexuell,7,1.292
berührt,6,1.107
mädchen,6,1.107
sexualisierter,5,0.923
sexualisierten,4,0.738
dabei,4,0.738
ge-,4,0.738
gewalt,4,0.738
minderjährigen,4,0.738
sexuellem,3,0.554
…,3,0.554
vorwürfe,3,0.554
missbraucht,3,0.554
sexualisierte,3,0.554
brüste,3,0.554
grenzverletzungen,3,0.554
mund,3,0.554
priesters,3,0.554
umarmt,2,0.369
übergriffig,2,0.369
situationen,2,0.369
griffen,2,0.369
geküsst,2,0.369
außerdem,2,0.369
küssen,2,0.369
versucht,2,0.369
missbrauchsvorwürfe,2,0.369
wegen,2,0.369
„unverschämt[en,2,0.369
ver-,2,0.369
halten[s]“,2,0.369
erwachsenen,2,0.369
rede,2,0.369
auto,2,0.369
jedoch,2,0.369
se-,2,0.369
xuellen,2,0.369
händen,2,0.369
pfarrer,2,0.369
nahe,2,0.369
schoß,2,0.369
brust,2,0.369
gekommen,2,0.369
halt,2,0.369
umarmungen,2,0.369
schwierigkeiten,2,0.369
kontakte,2,0.369
e,2,0.369
könne,2,0.369
zunge,2,0.369
miss-,2,0.369
brauch,2,0.369
fälle,2,0.369
verhalten,2,0.369
weiblichen,2,0.369
ten,2,0.369
beziehungen,2,0.369
jahren,2,0.369
recht,2,0.369
schulmädchen,2,0.369
kleidung,2,0.369
handlungen,2,0.369
hand,2,0.369
berührungen,2,0.369
chat-verläufe,1,0.185
nachdem,1,0.185
behandlung,1,0.185
gegeben,1,0.185
völlig,1,0.185
unkontrolliert,1,0.185
weniger,1,0.185
ta-,1,0.185
worten,1,0.185
witzen,1,0.185
usw,1,0.185
vergangen,1,0.185
fortiter,1,0.185
tan-,1,0.185
gendo,1,0.185
eius,1,0.185
pudendu,1,0.185
super,1,0.185
vestem,1,0.185
schola,1,0.185
anm,1,0.185
be-,1,0.185
richterstatter,1,0.185
berührte,1,0.185
kräftig,1,0.185
schamgegend,1,0.185
schule,1,0.185
braut,1,0.185
gasthaus,1,0.185
öffentlich,1,0.185
bluse,1,0.185
gegriffen,1,0.185
gesagt,1,0.185
schöne,1,0.185
welt…,1,0.185
nichte,1,0.185
bücherei,1,0.185
mehrmals,1,0.185
abge-,1,0.185
greift,1,0.185
überall,1,0.185
missbräuchlicher,1,0.185
absicht,1,0.185
genähert,1,0.185
tochter,1,0.185
vergewaltigen,1,0.185
genommen,1,0.185
geschlechtsteile,1,0.185
langen,1,0.185
mitgenommen,1,0.185
weise,1,0.185
rahmen,1,0.185
ferienlagers,1,0.185
ministrantin,1,0.185
bett,1,0.185
legen,1,0.185
kenntnis,1,0.185
davon,1,0.185
religions-,1,0.185
unterricht,1,0.185
14-,1,0.185
15jährigen,1,0.185
andeutungen,1,0.185
gemacht,1,0.185
belästigendes,1,0.185
verhal-,1,0.185
volljährigen,1,0.185
immer,1,0.185
wie-,1,0.185
15jähriges,1,0.185
zwungen,1,0.185
verhältnisses,1,0.185
16,1,0.185
jährigen,1,0.185
umgang,1,0.185
„hang,1,0.185
geschlecht,1,0.185
einfach,1,0.185
verbergen“,1,0.185
missbrauchshandlungen,1,0.185
11-,1,0.185
12jäh-,1,0.185
rigen,1,0.185
erlittenen,1,0.185
schulzeit,1,0.185
minderjährige,1,0.185
1960er,1,0.185
hause,1,0.185
gefahren,1,0.185
geschlechtstei-,1,0.185
len,1,0.185
sexu-,1,0.185
ellen,1,0.185
unangemessenen,1,0.185
kontakt,1,0.185
xuell,1,0.185
u,1,0.185
gerne,1,0.185
flirtete,1,0.185
flirty,1,0.185
d,1,0.185
mehrere,1,0.185
forcierte,1,0.185
denen,1,0.185
kindern,1,0.185
erneut,1,0.185
entblößte,1,0.185
allein,1,0.185
morgens,1,0.185
nackt,1,0.185
rollläden,1,0.185
wohnzimmer,1,0.185
öffnen,1,0.185
uhrzeit,1,0.185
schulkinder,1,0.185
haus,1,0.185
vorbeilaufen,1,0.185
exhibitionismus,1,0.185
gedeutet,1,0.185
alter,1,0.185
männerbündischen,1,0.185
atmosphären,1,0.185
anfällig,1,0.185
verharmlosung,1,0.185
sexismus,1,0.185
frauenfeindlichkeit,1,0.185
sublimes,1,0.185
„rauschen“,1,0.185
übergriffigkeit,1,0.185
seminaren,1,0.185
wahrgenommen,1,0.185
wer-,1,0.185
sprache,1,0.185
geschützten,1,0.185
soziotop,1,0.185
männerbundes,1,0.185
besonders,1,0.185
frauenfeindlich,1,0.185
frauenverachtend,1,0.185
manifestieren,1,0.185
heutigem,1,0.185
sexistischer,1,0.185
abwertungen,1,0.185
missbrauchstäter,1,0.185
zubettgehen,1,0.185
ersten,1,0.185
kontakten,1,0.185
hinten,1,0.185
beiden,1,0.185
intimes,1,0.185
verhältnis,1,0.185
fasste,1,0.185
„packen,1,0.185
gekommen«,1,0.185
»grabbel-problem«,1,0.185
grabbelproblem,1,0.185
betastet,1,0.185
hintern“,1,0.185
gezogen,1,0.185
oberleibsbereich,1,0.185
abgetastet,1,0.185
ha-,1,0.185
be,1,0.185
unsittlich,1,0.185
„begreifen,1,0.185
belästigt,1,0.185
»sehr,1,0.185
nah«,1,0.185
zwangen,1,0.185
aufgefordert,1,0.185
setzen,1,0.185
merkt,1,0.185
bewegt,1,0.185
wandert,1,0.185
messdienerinnen“,1,0.185
unterm,1,0.185
pullover,1,0.185
finger,1,0.185
scheide,1,0.185
einge-,1,0.185
führt,1,0.185
annäherungsversuch,1,0.185
küsse,1,0.185
ie,1,0.185
dreisten,1,0.185
bemer-,1,0.185
kungen,1,0.185
»grabbelanton«,1,0.185
»angegrabbelt«,1,0.185
massive,1,0.185
homosexuelle,1,0.185
wurden,1,0.185
anbefohlenen,1,0.185
jungen,1,0.185
belästigung,1,0.185
übergriffen,1,0.185
exua-,1,0.185
lisierten,1,0.185
im-,1,0.185
ausbeutete,1,0.185
vorhergehenden,1,0.185
aufdringlichkeiten,1,0.185
besuchen,1,0.185
anton,1,0.185
p,1,0.185
eindringen,1,0.185
mer,1,0.185
intensiver,1,0.185
willen,1,0.185
opfers,1,0.185
legte,1,0.185
gleich,1,0.185
drauf,1,0.185
küsste,1,0.185
schob,1,0.185
fand,1,0.185
eklig,1,0.185
anfing,1,0.185
t-shirt,1,0.185
14/15,1,0.185
