term,frequency,percentage
wohnung,2,3.226
anhal-,1,1.613
tender,1,1.613
verfehlungen,1,1.613
aufgrund,1,1.613
tan-,1,1.613
gendo,1,1.613
eius,1,1.613
pudendu,1,1.613
super,1,1.613
vestem,1,1.613
schola,1,1.613
fortiter,1,1.613
zwischenfall,1,1.613
»grabbel-problem«,1,1.613
grabbelproblem,1,1.613
entsprechen-,1,1.613
de,1,1.613
auffälligkeiten,1,1.613
»grabbelanton«,1,1.613
angegrabbelt,1,1.613
hoffe,1,1.613
hannover,1,1.613
geschehen,1,1.613
schon,1,1.613
angerichteten,1,1.613
schaden,1,1.613
vergrößern,1,1.613
scandalum,1,1.613
bes,1,1.613
vorkommnisse,1,1.613
art‹,1,1.613
›berliner,1,1.613
jugendliche,1,1.613
putz-,1,1.613
frauen,1,1.613
schwierigkeiten,1,1.613
mussten,1,1.613
geld,1,1.613
verfügung,1,1.613
standen,1,1.613
ließ,1,1.613
junge,1,1.613
damen,1,1.613
putzen,1,1.613
mexiko,1,1.613
chile,1,1.613
haus,1,1.613
wohnen,1,1.613
denen,1,1.613
teilte,1,1.613
dinge,1,1.613
hinweis,1,1.613
anton,1,1.613
p.s,1,1.613
vorgeschichte,1,1.613
canisiuskolleg,1,1.613
verklausuliert,1,1.613
bezeichnen,1,1.613
«vertrauliche,1,1.613
fälle»,1,1.613
