term,frequency,percentage
eltern,2,4.167
zunächst,2,4.167
vorfall,2,4.167
unternommen,2,4.167
kaputten,1,2.083
lebensmitteln,1,2.083
sexuellen,1,2.083
annäherungen,1,2.083
wussten,1,2.083
verrückteste,1,2.083
viel-,1,2.083
leicht,1,2.083
nie,1,2.083
wissen,1,2.083
bzw,1,2.083
genauso,1,2.083
sei,1,2.083
»hausöffentlich«,1,2.083
geschluckt,1,2.083
kinder,1,2.083
frau,1,2.083
niemand,1,2.083
t,1,2.083
einmaligen,1,2.083
ausrutscher,1,2.083
betrachtet,1,2.083
damals,1,2.083
»unter,1,2.083
teppich,1,2.083
gekehrt«,1,2.083
hätten,1,2.083
offenbar,1,2.083
information,1,2.083
kirchenverantwortliche,1,2.083
erfolgte,1,2.083
schweigt,1,2.083
diakon,1,2.083
n,1,2.083
loyalität,1,2.083
kirche,1,2.083
nachfolger,1,2.083
an-,1,2.083
ton,1,2.083
p,1,2.083
