term,frequency,percentage
eltern,2,4.167
kinder,2,4.167
viel-,1,2.083
leicht,1,2.083
kaputten,1,2.083
verrückteste,1,2.083
sexuellen,1,2.083
annäherungen,1,2.083
wussten,1,2.083
bzw,1,2.083
wissen,1,2.083
nie,1,2.083
unternommen,1,2.083
lebensmitteln,1,2.083
genauso,1,2.083
geschluckt,1,2.083
ie,1,2.083
grenzverletzungen,1,2.083
anton,1,2.083
p,1,2.083
ausgehende,1,2.083
bedrohungspotenzial,1,2.083
innerhalb,1,2.083
jugendgruppe,1,2.083
bekannt,1,2.083
spürbar,1,2.083
dennoch,1,2.083
nahmen,1,2.083
jugendlichen,1,2.083
abstand,1,2.083
davon,1,2.083
darüber,1,2.083
informieren,1,2.083
»da,1,2.083
unwissend,1,2.083
tragwei-,1,2.083
te,1,2.083
verhaltens,1,2.083
verstehen«,1,2.083
im-,1,2.083
mer,1,2.083
mädchen,1,2.083
gesagt,1,2.083
nein,1,2.083
übergriffe,1,2.083
gegeben,1,2.083
