term,frequency,percentage
missbrauch,2,3.571
§,2,3.571
–,2,3.571
rechtlich,1,1.786
hätten,1,1.786
müssen,1,1.786
angezeigt,1,1.786
schutzbefohlenen,1,1.786
exuellen,1,1.786
versuch,1,1.786
gemäß,1,1.786
174,1,1.786
stgb,1,1.786
a.f,1,1.786
staats-,1,1.786
anwaltschaft,1,1.786
verhalten,1,1.786
später,1,1.786
lediglich,1,1.786
beleidigung,1,1.786
»straf-,1,1.786
eingestuft,1,1.786
zivilrechtl,1,1.786
verneinte,1,1.786
vorliegt,1,1.786
inhalt,1,1.786
as,1,1.786
verfahren,1,1.786
strafbaren,1,1.786
wurde,1,1.786
aufgrund,1,1.786
äußerungen,1,1.786
beschuldigten,1,1.786
staatsanwaltschaft,1,1.786
170,1,1.786
abs,1,1.786
2,1,1.786
stpo,1,1.786
eingestellt,1,1.786
strafbarkeit,1,1.786
verhaltens,1,1.786
staatlichem,1,1.786
recht,1,1.786
scheide,1,1.786
mithin,1,1.786
wegen,1,1.786
sexuellem,1,1.786
miss­,1,1.786
brauch,1,1.786
verurteilt,1,1.786
worden,1,1.786
sexuelle,1,1.786
übergriffe,1,1.786
