term,frequency,percentage
priester,9,3.814
…,5,2.119
sei,4,1.695
frau,3,1.271
dekan,3,1.271
–,3,1.271
hätten,2,0.847
mädchen,2,0.847
zuständigen,2,0.847
tochter,2,0.847
ganz,2,0.847
brixen,2,0.847
jedenfalls,2,0.847
u,2,0.847
p,2,0.847
vorwurf,2,0.847
anton,2,0.847
pfarrer,2,0.847
erhalten,2,0.847
sexueller,2,0.847
dekans,2,0.847
anm,2,0.847
deutlich,2,0.847
1970er,1,0.424
vermerk,1,0.424
licher,1,0.424
handschrift-,1,0.424
mitte,1,0.424
„unverschämt[en,1,0.424
ver-,1,0.424
bischof,1,0.424
„bischof,1,0.424
halten[s]“,1,0.424
nachstehender,1,0.424
akten,1,0.424
findet,1,0.424
seph,1,0.424
jo-,1,0.424
14-jährige,1,0.424
mutterin,1,0.424
meldete,1,0.424
kinderdorf,1,0.424
witwe,1,0.424
wisse,1,0.424
dazwischengekommen,1,0.424
versucht,1,0.424
geistlichen,1,0.424
davon,1,0.424
wissen,1,0.424
zähle,1,0.424
herum,1,0.424
sic,1,0.424
mutter,1,0.424
vergewaltigen,1,0.424
probleme,1,0.424
viele,1,0.424
aussprachen,1,0.424
weihnachten,1,0.424
zuständige,1,0.424
ber,1,0.424
jahre,1,0.424
erkennbaren,1,0.424
meldet,1,0.424
„pfarrer,1,0.424
urhe-,1,0.424
gargitter,1,0.424
geredet,1,0.424
…].“,1,0.424
n,1,0.424
betreffenden,1,0.424
promemoria,1,0.424
undatiertes,1,0.424
angeheftet,1,0.424
schreiben,1,0.424
glauben,1,0.424
reden.“,1,0.424
wenig,1,0.424
gesagten,1,0.424
ausgebucht,1,0.424
gibt,1,0.424
gesprochen,1,0.424
15jähriges,1,0.424
fest,1,0.424
seinerseits,1,0.424
darüber,1,0.424
hält,1,0.424
jahr,1,0.424
geplanten,1,0.424
versetzung,1,0.424
priesters,1,0.424
heißt,1,0.424
„nicht,1,0.424
immer,1,0.424
klug,1,0.424
umgang,1,0.424
heranwachsenden,1,0.424
mitgenommen,1,0.424
auto,1,0.424
dabei,1,0.424
weise,1,0.424
meldung,1,0.424
darin,1,0.424
angaben,1,0.424
helfen“,1,0.424
führerinnen,1,0.424
jugendschar,1,0.424
chen,1,0.424
mäd-,1,0.424
angegeben,1,0.424
gründen,1,0.424
3,1,0.424
mangel,1,0.424
beweisen,1,0.424
1,1,0.424
zurückgenom-,1,0.424
men,1,0.424
2,1,0.424
aufrecht,1,0.424
6,1,0.424
plausibel,1,0.424
5,1,0.424
widerrufen,1,0.424
4,1,0.424
»nach,1,0.424
intensiven,1,0.424
sex,1,0.424
gespräch,1,0.424
missbrauch/volljährig,1,0.424
aschemann,1,0.424
bestätigt,1,0.424
not,1,0.424
geholfen,1,0.424
berührt,1,0.424
kooperatorenbericht,1,0.424
arm,1,0.424
bitten,1,0.424
streichelte,1,0.424
nahm,1,0.424
berührungen,1,0.424
bewusst,1,0.424
gesehen,1,0.424
küsste,1,0.424
natürlich,1,0.424
intensiver,1,0.424
erlebt,1,0.424
hat.«,1,0.424
»straf-,1,0.424
rechtlich,1,0.424
angezeigt,1,0.424
unsittlichen,1,0.424
müssen,1,0.424
„unkeusche,1,0.424
„packen,1,0.424
handlungen“,1,0.424
„begreifen,1,0.424
kleinen,1,0.424
messdienerinnen“,1,0.424
hintern“,1,0.424
anfassen,1,0.424
kleiner,1,0.424
nen,1,0.424
messdienerin-,1,0.424
zölibatsverstoß,1,0.424
dokument,1,0.424
indiz,1,0.424
verzweiflung,1,0.424
da-,1,0.424
bewusstsein,1,0.424
geschlechtlicher,1,0.424
akt,1,0.424
zwi-,1,0.424
schen,1,0.424
gleichaltrigen,1,0.424
außerhalb,1,0.424
sys-,1,0.424
tems,1,0.424
kirche,1,0.424
hinsicht,1,0.424
bewerten,1,0.424
kontakt,1,0.424
erwachsenen,1,0.424
kind,1,0.424
einzig,1,0.424
fälle,1,0.424
sollizitation281,1,0.424
spiritual,1,0.424
ordens­,1,0.424
mitglied,1,0.424
konsultierten,1,0.424
archiven,1,0.424
dokumentiert,1,0.424
beson­,1,0.424
ders,1,0.424
schweren,1,0.424
verstoss,1,0.424
katholische,1,0.424
kirchenrecht,1,0.424
darstellen,1,0.424
