term,frequency,percentage
schweigegebot,2,6.452
ursprüngliche,1,3.226
rekurs,1,3.226
kanonische,1,3.226
recht,1,3.226
löst,1,3.226
fast,1,3.226
zynisch,1,3.226
anmutenden,1,3.226
praxis,1,3.226
euphemisti-,1,3.226
schen,1,3.226
schweigens,1,3.226
mitwissern,1,3.226
anton,1,3.226
p.s,1,3.226
nachfolger,1,3.226
diakon,1,3.226
n,1,3.226
auf-,1,3.226
erlegt,1,3.226
wurde,1,3.226
»ich,1,3.226
schweigen,1,3.226
unverständlicherweise,1,3.226
klaren,1,3.226
worte,1,3.226
weggang,1,3.226
finden,1,3.226
waren.«,1,3.226
