term,frequency,percentage
anton,12,1.757
wurde,11,1.611
bistum,9,1.318
p,9,1.318
bistums,8,1.171
diakon,6,0.878
n,6,0.878
wurden,5,0.732
–,5,0.732
hildesheim,5,0.732
b,5,0.732
kirchenrechtlichen,4,0.586
betroffenen,4,0.586
karin,4,0.586
voruntersuchung,4,0.586
mutter,3,0.439
priester,3,0.439
2010,3,0.439
p.s,3,0.439
seiten,3,0.439
bekannt,3,0.439
wonach,3,0.439
jesuiten,3,0.439
sexualisierten,3,0.439
falles,3,0.439
hätte,3,0.439
dk,3,0.439
bongartz,3,0.439
sexuellen,3,0.439
maßnahmen,3,0.439
geeignet,3,0.439
kommen,2,0.293
sei,2,0.293
zunächst,2,0.293
unternommen,2,0.293
darüber,2,0.293
weiterer,2,0.293
daran,2,0.293
bemühungen,2,0.293
seitens,2,0.293
strafanzeige,2,0.293
gab,2,0.293
kontakt,2,0.293
folge,2,0.293
weiteren,2,0.293
schreiben,2,0.293
seien,2,0.293
sen,2,0.293
gerüchten,2,0.293
genauer,2,0.293
meldung,2,0.293
nachzugehen,2,0.293
ja,2,0.293
allein,2,0.293
einzuleiten,2,0.293
unterblieb,2,0.293
davon,2,0.293
strafverfolgungsbehörden,2,0.293
canisiuskolleg,2,0.293
c,2,0.293
trotz,2,0.293
zeit,2,0.293
verjährung,2,0.293
ver-,2,0.293
ten,2,0.293
ausmaß,2,0.293
gewalt,2,0.293
bearbeitung,2,0.293
hinweis,2,0.293
staatsanwaltschaft,2,0.293
gegenüber,2,0.293
legt,2,0.293
auftrag,2,0.293
worden,2,0.293
offenbar,2,0.293
keinerlei,2,0.293
4.03.2010,2,0.293
2016,2,0.293
verantwortungsbereich,2,0.293
kongregation,2,0.293
glaubenslehre,2,0.293
sowie,2,0.293
blick,2,0.293
weise,2,0.293
bischof,2,0.293
vorwürfe,2,0.293
interesse,2,0.293
ergreifen,2,0.293
ge-,2,0.293
wären,2,0.293
verhindern,2,0.293
zeitpunkt,2,0.293
oberflächlicher,1,0.146
expliziter,1,0.146
form,1,0.146
hinweise,1,0.146
vorgeschichte,1,0.146
geliefert,1,0.146
auflistung,1,0.146
rom,1,0.146
dokumentiert,1,0.146
sodass,1,0.146
gutachter,1,0.146
aus-,1,0.146
gehen,1,0.146
verantwortungsträger,1,0.146
betroffene,1,0.146
hätten,1,0.146
hindern,1,0.146
offenge-,1,0.146
auferlegte,1,0.146
psychiatrische,1,0.146
behandlung,1,0.146
erfolg,1,0.146
reaktion,1,0.146
bischofs,1,0.146
beschrieb,1,0.146
hilflos,1,0.146
untätig,1,0.146
pfarrei,1,0.146
soweit,1,0.146
ersichtlich,1,0.146
anschluss,1,0.146
urheber,1,0.146
e-,1,0.146
mail,1,0.146
aufzunehmen,1,0.146
protokoll,1,0.146
heißt,1,0.146
»dies,1,0.146
bisher,1,0.146
weder,1,0.146
ansprechpartnern,1,0.146
gewesen.«,1,0.146
satz,1,0.146
interpretieren,1,0.146
entsprechende,1,0.146
märz,1,0.146
»vergessen«,1,0.146
fernsehbericht,1,0.146
kritisiert,1,0.146
zuge-,1,0.146
erhielt,1,0.146
ansprechperson,1,0.146
möglichkeit,1,0.146
stellung,1,0.146
antrags,1,0.146
anerkennung,1,0.146
leids,1,0.146
angeboten,1,0.146
kam,1,0.146
