term,frequency,percentage
gekommen,2,2.632
jesuiten,2,2.632
p,2,2.632
anton,2,2.632
dekan,1,1.316
gibt,1,1.316
gesagten,1,1.316
wenig,1,1.316
auffallend,1,1.316
reden,1,1.316
priester,1,1.316
glauben,1,1.316
hildesheim,1,1.316
»fallen,1,1.316
lassen«,1,1.316
bistums,1,1.316
nachdem,1,1.316
exklaustration,1,1.316
gebeten,1,1.316
später,1,1.316
vollständig,1,1.316
orden,1,1.316
ausgetreten,1,1.316
bereitschaft,1,1.316
muster«,1,1.316
bestreben,1,1.316
zugrunde,1,1.316
liegt,1,1.316
»etwas,1,1.316
gutes,1,1.316
tun«,1,1.316
lässt,1,1.316
1989,1,1.316
1994,1,1.316
/,1,1.316
95,1,1.316
1997,1,1.316
unmissver-,1,1.316
ständlicher,1,1.316
»pastorale,1,1.316
diktion,1,1.316
nachweisen,1,1.316
eindruck,1,1.316
entsteht,1,1.316
immer,1,1.316
eingesprungen,1,1.316
mitbruders,1,1.316
bistum,1,1.316
bekannt,1,1.316
gewordener,1,1.316
sagte,1,1.316
schon,1,1.316
vorsichtig,1,1.316
befragten,1,1.316
mitbrü-,1,1.316
aufgrund,1,1.316
dern,1,1.316
nie,1,1.316
richtung,1,1.316
andeutung,1,1.316
vorwürfe,1,1.316
ohren,1,1.316
seiten,1,1.316
erzbistums,1,1.316
köln,1,1.316
hielt,1,1.316
erläuterungen,1,1.316
beschuldigten,1,1.316
rede,1,1.316
stehenden,1,1.316
verhaltensweisen,1,1.316
plausibel,1,1.316
