term,frequency,percentage
cic,4,2.92
can,4,2.92
2,3,2.19
1395,3,2.19
§,2,1.46
sodass,2,1.46
tatbestand,2,1.46
kirchenrechtliche,2,1.46
strafe,2,1.46
hildesheim,2,1.46
–,2,1.46
recht,2,1.46
jahre,2,1.46
1997,2,1.46
folge,2,1.46
»der,1,0.73
deutige,1,0.73
sünde,1,0.73
6,1,0.73
gebot«,1,0.73
vorsieht«,1,0.73
gerechte,1,0.73
vor(liegt,1,0.73
1339,1,0.73
minderjährige,1,0.73
junge,1,0.73
1,1,0.73
§§,1,0.73
hätten,1,0.73
zwingend,1,0.73
kanonischem,1,0.73
verfolgt,1,0.73
müssen,1,0.73
seit,1,0.73
erwachsene,1,0.73
erfüllt,1,0.73
vorschrift,1,0.73
1983,1,0.73
kirchen-,1,0.73
existierte,1,0.73
formuliert,1,0.73
verfehlungen,1,0.73
sechste,1,0.73
rechtlich,1,0.73
gebot,1,0.73
dekalogs,1,0.73
bezugnahme,1,0.73
bezieht,1,0.73
bistums,1,0.73
»ein-,1,0.73
einordnung,1,0.73
handle,1,0.73
erstmals,1,0.73
erfolgte,1,0.73
kanonisches,1,0.73
erneuten,1,0.73
vorwürfe,1,0.73
dahin,1,0.73
jeweiligen,1,0.73
ortsordinarien,1,0.73
bi-,1,0.73
schöfe,1,0.73
generalvikare,1,0.73
rechtlichen,1,0.73
verpflichtungen,1,0.73
nachgekommen,1,0.73
erst,1,0.73
kirchenrechtlich,1,0.73
basierten,1,0.73
ermittlungen,1,0.73
wurden,1,0.73
spür-,1,0.73
bare,1,0.73
konsequenzen,1,0.73
gezogen,1,0.73
offizial,1,0.73
aschemann,1,0.73
kommt,1,0.73
abschließenden,1,0.73
stel-,1,0.73
lungnahme,1,0.73
einschätzung,1,0.73
»die,1,0.73
enthebung,1,0.73
amt,1,0.73
pfarrers,1,0.73
guter,1,0.73
hirt,1,0.73
…,1,0.73
angemessen,1,0.73
sei,1,0.73
abschluss,1,0.73
voruntersuchung,1,0.73
erneut,1,0.73
eingeleitet,1,0.73
geht,1,0.73
administratives,1,0.73
kirchli-,1,0.73
ches,1,0.73
strafverfahren,1,0.73
endet,1,0.73
schließlich,1,0.73
geldstrafe,1,0.73
delicta,1,0.73
graviora,1,0.73
normae,1,0.73
sst,1,0.73
beson­,1,0.73
ders,1,0.73
schweren,1,0.73
verstoss,1,0.73
katholische,1,0.73
kirchenrecht,1,0.73
beteiligten,1,0.73
person,1,0.73
absolution,1,0.73
