term,frequency,percentage
anton,8,1.713
p,8,1.713
wurde,5,1.071
homeyer,4,0.857
beschuldigten,4,0.857
priester,4,0.857
sei,4,0.857
brief,4,0.857
n,3,0.642
gespräch,3,0.642
diakon,3,0.642
bischof,3,0.642
müssen,3,0.642
diözese,3,0.642
pfarrei,3,0.642
zunächst,3,0.642
bedenken,2,0.428
höfer,2,0.428
akten,2,0.428
geht,2,0.428
hervor,2,0.428
offenbar,2,0.428
holst,2,0.428
jahre,2,0.428
drei,2,0.428
hildesheim,2,0.428
bistum,2,0.428
selben,2,0.428
monat,2,0.428
pater,2,0.428
–,2,0.428
wegen,2,0.428
worden,2,0.428
bozen-brixen,2,0.428
später,2,0.428
wolfsburg,2,0.428
erhielt,2,0.428
gung,2,0.428
neuanfang,2,0.428
notwendig,2,0.428
eingeleitet,2,0.428
herrn,2,0.428
erzbischof,2,0.428
…,2,0.428
dr,2,0.428
meldepflicht,2,0.428
sst,2,0.428
aufgehoben,2,0.428
sowie,2,0.428
solle,2,0.428
weiteren,2,0.428
soweit,2,0.428
ersichtlich,2,0.428
ten,2,0.428
unternommen,2,0.428
domkapitular,2,0.428
fall,2,0.428
geeignet,1,0.214
beseitigen,1,0.214
unrecht,1,0.214
unterblieb,1,0.214
einsatz“,1,0.214
„als,1,0.214
krankenhausseelsorger,1,0.214
gefährlichkeits-,1,0.214
prognostischen,1,0.214
überlegungen,1,0.214
mitte,1,0.214
meisner,1,0.214
entschied,1,0.214
beurlaubung,1,0.214
abschließenden,1,0.214
begutachtung,1,0.214
personal-,1,0.214
ordinariate,1,0.214
melden,1,0.214
sinne,1,0.214
bitte,1,0.214
daher,1,0.214
vorläufig,1,0.214
unternehmen,1,0.214
aufhebung,1,0.214
exklaustration,1,0.214
pastoralen,1,0.214
tätigkeit,1,0.214
an-,1,0.214
deren,1,0.214
bereichen,1,0.214
ausgenommen,1,0.214
jugendarbeit,1,0.214
durchaus,1,0.214
befürworten«,1,0.214
nteressant,1,0.214
oben,1,0.214
erwähnten,1,0.214
1.08.1989,1,0.214
mitteilt,1,0.214
bemühen,1,0.214
wer-,1,0.214
de,1,0.214
»auf,1,0.214
besonderen,1,0.214
wunsch,1,0.214
hin«,1,0.214
stunden,1,0.214
religionsunterricht,1,0.214
gymnasium,1,0.214
erteilen,1,0.214
dürfe,1,0.214
12.06.1992,1,0.214
wendet,1,0.214
provinzial,1,0.214
schriftlichen,1,0.214
bemerkung,1,0.214
beurteilung,1,0.214
p.s,1,0.214
29.05.1992,1,0.214
teile,1,0.214
demzufolge,1,0.214
»ei-,1,0.214
ner,1,0.214
verlängerung,1,0.214
beauftragung,1,0.214
zustimmen«,1,0.214
könne,1,0.214
vorliegenden,1,0.214
zufolge,1,0.214
beschränkt,1,0.214
reaktion,1,0.214
bistums,1,0.214
darauf,1,0.214
8.11.1993,1,0.214
spanischsprachige,1,0.214
erklärung,1,0.214
mutter,1,0.214
deutsche,1,0.214
übersetzung,1,0.214
personen,1,0.214
25.10.1993,1,0.214
jesuitenprovinzial,1,0.214
götz,1,0.214
werner,1,0.214
weitergeleitet,1,0.214
gebeten,1,0.214
hiermit,1,0.214
erkläre,1,0.214
bereit,1,0.214
entlassung,1,0.214
gesellschaft,1,0.214
jesu,1,0.214
inkardinieren.«,1,0.214
entscheidung,1,0.214
wider,1,0.214
bes-,1,0.214
seren,1,0.214
wissens,1,0.214
getroffen,1,0.214
auszug,1,0.214
protokolls,1,0.214
provinzkonsults,1,0.214
jesui-,1,0.214
5,1,0.214
7.04.1995,1,0.214
»bischof,1,0.214
schwierigkeiten,1,0.214
informiert,1,0.214
weiß,1,0.214
probleme,1,0.214
auftauchen,1,0.214
können.«,1,0.214
21.02.1994,1,0.214
ausgesprochene,1,0.214
entpflichtung,1,0.214
wirksam,1,0.214
wobei,1,0.214
vermuten,1,0.214
massiven,1,0.214
protest,1,0.214
gemeindemitglieder,1,0.214
scheiter,1,0.214
dk,1,0.214
bongartz,1,0.214
sah,1,0.214
veranlasst,1,0.214
information,1,0.214
nachzugehen,1,0.214
berichtet,1,0.214
internen,1,0.214
informationen,1,0.214
wonach,1,0.214
tagen,1,0.214
2000er,1,0.214
mangelnder,1,0.214
therapiebereitschaft,1,0.214
münsterschwarzach,1,0.214
zurückgeschickt,1,0.214
verschiedenen,1,0.214
pfarreien,1,0.214
vier,1,0.214
wochen,1,0.214
pfarrer,1,0.214
trat,1,0.214
neue,1,0.214
stelle,1,0.214
eingesetzt,1,0.214
darüber,1,0.214
irritiert,1,0.214
fragte,1,0.214
beim,1,0.214
hinweise,1,0.214
bestäti-,1,0.214
kenntnis,1,0.214
therapie,1,0.214
möglich,1,0.214
argument,1,0.214
bistumsleitung,1,0.214
rasch,1,0.214
vollzogenen,1,0.214
genommen,1,0.214
beschreibt,1,0.214
interview,1,0.214
folgendermaßen,1,0.214
»ja,1,0.214
deshalb,1,0.214
bezahlen,1,0.214
irgendwo,1,0.214
einsetzen.«,1,0.214
9.12.1997,1,0.214
deklariert,1,0.214
gegenüber,1,0.214
rechtsdirektoren,1,0.214
ax,1,0.214
rauchfuß,1,0.214
chance,1,0.214
guten,1,0.214
unbelasteten,1,0.214
erhalten,1,0.214
position,1,0.214
bezieht,1,0.214
vermögensrechtliche,1,0.214
aspekte,1,0.214
nennt,1,0.214
voraussetzung,1,0.214
dritter,1,0.214
d,1,0.214
h,1,0.214
außerkirchlicher,1,0.214
seite,1,0.214
rechtliche,1,0.214
schritte,1,0.214
veruntreuung,1,0.214
unterschla-,1,0.214
o,1,0.214
ä,1,0.214
normae,1,0.214
»dieses,1,0.214
prüfung,1,0.214
vorhandenen,1,0.214
unterlagen,1,0.214
führt,1,0.214
konsequen-,1,0.214
zen,1,0.214
keinerlei,1,0.214
konsequenzen,1,0.214
befördert,1,0.214
wohl,1,0.214
erst,1,0.214
abwarten,1,0.214
beobach-,1,0.214
kannst,1,0.214
b,1,0.214
lichen,1,0.214
weihbischof,1,0.214
einsatz,1,0.214
be-,1,0.214
scheid,1,0.214
geben,1,0.214
hoffentlich,1,0.214
sache,1,0.214
ausgestanden,1,0.214
folge,1,0.214
generalvikar,1,0.214
hätte,1,0.214
schwaderlapp,1,0.214
ebenfalls,1,0.214
versäumt,1,0.214
entsprechende,1,0.214
meldung,1,0.214
glaubenskongregation,1,0.214
rom,1,0.214
abzusetzen,1,0.214
1990er,1,0.214
bestand,1,0.214
gemäß,1,0.214
art,1,0.214
13,1,0.214
grundschule,1,0.214
2001,1,0.214
ordinarius,1,0.214
hierarch,1,0.214
mindestens,1,0.214
wahrscheinliche,1,0.214
nachricht,1,0.214
glaubens-,1,0.214
kongregation,1,0.214
vorbehaltene,1,0.214
straftat,1,0.214
„anfassen,1,0.214
kleiner,1,0.214
messdienerin-,1,0.214
nen“,1,0.214
mädchen,1,0.214
18,1,0.214
krankenhausseelsorge,1,0.214
bestünden,1,0.214
freistellung,1,0.214
unterrichtete,1,0.214
verfahren,1,0.214
urchführung,1,0.214
kirchenrecht-,1,0.214
laut,1,0.214
strafverfahrens,1,0.214
erstattung,1,0.214
straf-,1,0.214
anzeige,1,0.214
befunden,1,0.214
ausge­,1,0.214
sprochene,1,0.214
exkommunikation,1,0.214
strafe,1,0.214
häufig,1,0.214
insofern,1,0.214
täter,1,0.214
geständig,1,0.214
fach­,1,0.214
gremium,1,0.214
empfahl,1,0.214
zeitpunkt,1,0.214
hausverbot,1,0.214
aufzuheben,1,0.214
verdacht,1,0.214
sexuelle,1,0.214
übergriffe,1,0.214
erhärtet,1,0.214
jahren,1,0.214
versetzt,1,0.214
unterfällt,1,0.214
mitteilung,1,0.214
anknüpfende,1,0.214
maßnahmen,1,0.214
erkennbar,1,0.214
unterfiel,1,0.214
ortsverzeichnis,1,0.214
tatzeit-,1,0.214
punkt,1,0.214
delicta,1,0.214
graviora,1,0.214
anschluss,1,0.214
gestrige,1,0.214
unterredung,1,0.214
betreffend,1,0.214
überlegt,1,0.214
klüger,1,0.214
brüderlicher,1,0.214
liebe,1,0.214
fehlende,1,0.214
schreibe,1,0.214
vertratscht,1,0.214
fühlt,1,0.214
zu-,1,0.214
gleich,1,0.214
bedeute,1,0.214
haltung,1,0.214
ändert,1,0.214
voruntersuchung,1,0.214
hochwst,1,0.214
ruhestandsversetzung,1,0.214
