term,frequency,percentage
mädchen,5,2.0
sei,4,1.6
anton,4,1.6
p,4,1.6
n,3,1.2
darüber,3,1.2
zimmer,2,0.8
summen,2,0.8
vergnügungsveranstaltungen,2,0.8
sinnlos,2,0.8
beträchtliche,2,0.8
abstossender,2,0.8
aufdringlichkeit,2,0.8
verfehlungen,2,0.8
damen‘,2,0.8
sic,2,0.8
klar,2,0.8
auto,2,0.8
ebenso,2,0.8
unterricht,2,0.8
‚jungen,2,0.8
hauptsächlich,2,0.8
getränke,2,0.8
anschaffungen,2,0.8
diakon,2,0.8
frau,2,0.8
finanzgebaren,2,0.8
vergeude,2,0.8
geld,2,0.8
worden,2,0.8
kostspielige,2,0.8
machte,2,0.8
kom-,1,0.4
wurde,1,0.4
ausflüge,1,0.4
erst,1,0.4
rabenstein,1,0.4
kürzlich,1,0.4
bekannt,1,0.4
einladungen,1,0.4
zulässig,1,0.4
länger,1,0.4
oft,1,0.4
befinden,1,0.4
selten,1,0.4
schlittenfahrten,1,0.4
winter,1,0.4
entnehmen,1,0.4
akte,1,0.4
lässt,1,0.4
handelte,1,0.4
art,1,0.4
gesehen,1,0.4
sexualität,1,0.4
thematisierung,1,0.4
oberschule,1,0.4
abzuholen,1,0.4
hause,1,0.4
fahren,1,0.4
gestern,1,0.4
re-,1,0.4
gelmäßig,1,0.4
besorgniserregend,1,0.4
angerufen,1,0.4
…,1,0.4
krankenpflegeschülerin,1,0.4
kommen,1,0.4
fernseh,1,0.4
schauen,1,0.4
balkon,1,0.4
men,1,0.4
aufgrund,1,0.4
anhal-,1,0.4
tender,1,0.4
immer,1,0.4
ge-,1,0.4
zivil,1,0.4
sehen,1,0.4
aufzwinge].“,1,0.4
hielt,1,0.4
beabsichtigt,1,0.4
schwimmen,1,0.4
kinder,1,0.4
aufge-,1,0.4
stellt,1,0.4
gummischwimmbad,1,0.4
kleines,1,0.4
möge,1,0.4
priester,1,0.4
1960er,1,0.4
anfang,1,0.4
„zu,1,0.4
auf“,1,0.4
fastenandacht,1,0.4
jahre,1,0.4
verüben,1,0.4
„bubenstreichen“,1,0.4
bezug,1,0.4
sechste,1,0.4
gebot,1,0.4
diktierte,1,0.4
dabei,1,0.4
fragen,1,0.4
größeren,1,0.4
widum,1,0.4
aufgehalten,1,0.4
heimgehen,1,0.4
lassen,1,0.4
aufzwänge].“,1,0.4
gewaltformen,1,0.4
stundenlang,1,0.4
verwahrlosten,1,0.4
zunehmend,1,0.4
handelte«,1,0.4
dinge,1,0.4
intime,1,0.4
»peinliche,1,0.4
wobei,1,0.4
berücksichtigen,1,0.4
angaben,1,0.4
wohnung,1,0.4
pfarrers,1,0.4
pornohefte,1,0.4
amtsführung,1,0.4
unregelmäßigkeiten,1,0.4
hinaus,1,0.4
junge,1,0.4
jungen,1,0.4
beziehungen,1,0.4
merkwürdige,1,0.4
herumlagen,1,0.4
nanzgebaren,1,0.4
fi-,1,0.4
undurchsichtiges,1,0.4
erwachsenen,1,0.4
zufolge,1,0.4
teure,1,0.4
gemeindemitglieder,1,0.4
rede,1,0.4
beispielsweise,1,0.4
sieben,1,0.4
autos,1,0.4
wein,1,0.4
luxuskaufhäusern,1,0.4
wert,1,0.4
mehreren,1,0.4
tau-,1,0.4
send,1,0.4
d-mark,1,0.4
instanz,1,0.4
geben,1,0.4
schien,1,0.4
verhalten,1,0.4
kontrolliert,1,0.4
hätte,1,0.4
weder,1,0.4
haushaltsbuch,1,0.4
haushaltsplan,1,0.4
gab,1,0.4
buchführung,1,0.4
protokollbuch,1,0.4
kirchenvorstands,1,0.4
leer,1,0.4
geblieben,1,0.4
äußert,1,0.4
interview,1,0.4
ein-,1,0.4
druck,1,0.4
teuren,1,0.4
»system,1,0.4
belohnung«,1,0.4
errichtete,1,0.4
gemeinde,1,0.4
seite,1,0.4
standen,1,0.4
verstrickt,1,0.4
wurden,1,0.4
enkeltochter,1,0.4
geschenke,1,0.4
gemacht,1,0.4
gespräch,1,0.4
ipp,1,0.4
verleiht,1,0.4
k,1,0.4
ärger,1,0.4
ausdruck,1,0.4
dadurch,1,0.4
kopf,1,0.4
hinweg,1,0.4
»alle«,1,0.4
informiert,1,0.4
seien,1,0.4
erneuten,1,0.4
machtmissbrauch,1,0.4
erlebt,1,0.4
verschwinden,1,0.4
tochter,1,0.4
involviert,1,0.4
se,1,0.4
nachts,1,0.4
zweier,1,0.4
16-jähriger,1,0.4
gelangen,1,0.4
beteiligten,1,0.4
person,1,0.4
absolution,1,0.4
erteilt,1,0.4
