term,frequency,percentage
missbrauch,3,2.5
sei,2,1.667
frau,2,1.667
art,2,1.667
priester,2,1.667
sexuellen,2,1.667
deutlich,2,1.667
–,2,1.667
jedenfalls,2,1.667
zugewandtes,1,0.833
schlechtes,1,0.833
menschenrecht,1,0.833
sex,1,0.833
vorfälle“,1,0.833
frauen,1,0.833
gegenüber,1,0.833
halten,1,0.833
kannte,1,0.833
solch,1,0.833
zölibatsverstoß,1,0.833
modernen,1,0.833
toleranten,1,0.833
auslegung,1,0.833
pries-,1,0.833
terlichen,1,0.833
leben,1,0.833
einklang,1,0.833
bringen,1,0.833
sexualität,1,0.833
unabhängig,1,0.833
sexuel-,1,0.833
len,1,0.833
orientierung,1,0.833
bistum,1,0.833
essen,1,0.833
akzeptabel,1,0.833
scheint,1,0.833
umgebung,1,0.833
krampfhaft,1,0.833
wegsehen,1,0.833
unverbrämter,1,0.833
„triebhaftigkeit“,1,0.833
ver-,1,0.833
getan,1,0.833
überzeugt,1,0.833
„vermeintlichen,1,0.833
ansprechpartner,1,0.833
kirchliche,1,0.833
ausrutscher,1,0.833
einmaligen,1,0.833
hinweis,1,0.833
freundschaftliches,1,0.833
geschilderten,1,0.833
bewertet,1,0.833
verhältnis,1,0.833
ganze,1,0.833
pubertären,1,0.833
sinne,1,0.833
haltung,1,0.833
werten,1,0.833
onkelhaftes,1,0.833
vorfall,1,0.833
indiz,1,0.833
dokument,1,0.833
bewusstsein,1,0.833
da-,1,0.833
akt,1,0.833
zwi-,1,0.833
schen,1,0.833
geschlechtlicher,1,0.833
gleichaltrigen,1,0.833
außerhalb,1,0.833
sys-,1,0.833
tems,1,0.833
kirche,1,0.833
hinsicht,1,0.833
bewerten,1,0.833
sexueller,1,0.833
kontakt,1,0.833
erwachsenen,1,0.833
kind,1,0.833
ersteres,1,0.833
ge-,1,0.833
messen,1,0.833
maßstäben,1,0.833
weltlichen,1,0.833
rechts,1,0.833
sofern,1,0.833
einsatz,1,0.833
gewalt,1,0.833
sonstigem,1,0.833
zwang,1,0.833
zustande,1,0.833
gekommen,1,0.833
völlig,1,0.833
unproblematisch,1,0.833
handelt,1,0.833
letztgenannten,1,0.833
verhalten,1,0.833
vergehen,1,0.833
verbre-,1,0.833
chen,1,0.833
strafdrohung,1,0.833
weltlichem,1,0.833
recht,1,0.833
sechs,1,0.833
monaten,1,0.833
zehn,1,0.833
jahren,1,0.833
freiheitsstrafe,1,0.833
